Class,Group,Genus
Bivalvia,Bivalvia_Veneroida,Ruditapes
Bivalvia,Bivalvia_Veneroida,Sanguinolaria
Bivalvia,Bivalvia_Veneroida,Sarmatimactra
Bivalvia,Bivalvia_Veneroida,Sawkinsia
Bivalvia,Bivalvia_Veneroida,Saxidomus
Bivalvia,Bivalvia_Veneroida,Saxolucina
Bivalvia,Bivalvia_Veneroida,Scacchia
Bivalvia,Bivalvia_Veneroida,Scalaricardita
Bivalvia,Bivalvia_Veneroida,Schedocardia
Bivalvia,Bivalvia_Veneroida,Scintilla
Bivalvia,Bivalvia_Veneroida,Scissodesma
Bivalvia,Bivalvia_Veneroida,Scissula
Bivalvia,Bivalvia_Veneroida,Scissulina
Bivalvia,Bivalvia_Veneroida,Scrobicularia
Bivalvia,Bivalvia_Veneroida,Scutarcopagia
Bivalvia,Bivalvia_Veneroida,Semelangulus
Bivalvia,Bivalvia_Veneroida,Semele
Bivalvia,Bivalvia_Veneroida,Semelina
Bivalvia,Bivalvia_Veneroida,Semeloidea
Bivalvia,Bivalvia_Veneroida,Semierycina
Bivalvia,Bivalvia_Veneroida,Serratina
Bivalvia,Bivalvia_Veneroida,Serripes
Bivalvia,Bivalvia_Veneroida,Siliqua
Bivalvia,Bivalvia_Veneroida,Simomactra
Bivalvia,Bivalvia_Veneroida,Sinodia
Bivalvia,Bivalvia_Veneroida,Siratoria
Bivalvia,Bivalvia_Veneroida,Sita
Bivalvia,Bivalvia_Veneroida,Solecardia
Bivalvia,Bivalvia_Veneroida,Solecurtus
Bivalvia,Bivalvia_Veneroida,Solen
Bivalvia,Bivalvia_Veneroida,Solena
Bivalvia,Bivalvia_Veneroida,Soletellina
Bivalvia,Bivalvia_Veneroida,Solyma
Bivalvia,Bivalvia_Veneroida,Spaniodontella
Bivalvia,Bivalvia_Veneroida,Spaniorinus
Bivalvia,Bivalvia_Veneroida,Sphaerium
Bivalvia,Bivalvia_Veneroida,Spisula
Bivalvia,Bivalvia_Veneroida,Sportella
Bivalvia,Bivalvia_Veneroida,Standella
Bivalvia,Bivalvia_Veneroida,Stewartia
Bivalvia,Bivalvia_Veneroida,Strigilla
Bivalvia,Bivalvia_Veneroida,Sunetta
Bivalvia,Bivalvia_Veneroida,Superlucina
Bivalvia,Bivalvia_Veneroida,Tagelus
Bivalvia,Bivalvia_Veneroida,Tancredia
Bivalvia,Bivalvia_Veneroida,Tapes
Bivalvia,Bivalvia_Veneroida,Taras
Bivalvia,Bivalvia_Veneroida,Tawera
Bivalvia,Bivalvia_Veneroida,Tellidora
Bivalvia,Bivalvia_Veneroida,Tellimya
Bivalvia,Bivalvia_Veneroida,Tellina
Bivalvia,Bivalvia_Veneroida,Tellinimera
Bivalvia,Bivalvia_Veneroida,Temblornia
Bivalvia,Bivalvia_Veneroida,Temnoconcha
Bivalvia,Bivalvia_Veneroida,Tenea
Bivalvia,Bivalvia_Veneroida,Tenuimactra
Bivalvia,Bivalvia_Veneroida,Theora
Bivalvia,Bivalvia_Veneroida,Thyasira
Bivalvia,Bivalvia_Veneroida,Timoclea
Bivalvia,Bivalvia_Veneroida,Timothynus
Bivalvia,Bivalvia_Veneroida,Tivela
Bivalvia,Bivalvia_Veneroida,Tivelina
Bivalvia,Bivalvia_Veneroida,Trachycardium
Bivalvia,Bivalvia_Veneroida,Transennella
Bivalvia,Bivalvia_Veneroida,Trapezium
Bivalvia,Bivalvia_Veneroida,Tresus
Bivalvia,Bivalvia_Veneroida,Tridacna
Bivalvia,Bivalvia_Veneroida,Trigonella
Bivalvia,Bivalvia_Veneroida,Trigoniocardia
Bivalvia,Bivalvia_Veneroida,Trinitasia
Bivalvia,Bivalvia_Veneroida,Turia
Bivalvia,Bivalvia_Veneroida,Turneria
Bivalvia,Bivalvia_Veneroida,Turtonia
Bivalvia,Bivalvia_Veneroida,Ungulina
Bivalvia,Bivalvia_Veneroida,Varicardium
Bivalvia,Bivalvia_Veneroida,Venerella
Bivalvia,Bivalvia_Veneroida,Venerupis
Bivalvia,Bivalvia_Veneroida,Venidia
Bivalvia,Bivalvia_Veneroida,Veniella
Bivalvia,Bivalvia_Veneroida,Ventricolaria
Bivalvia,Bivalvia_Veneroida,Venus
Bivalvia,Bivalvia_Veneroida,Vepricardium
Bivalvia,Bivalvia_Veneroida,Veremolpa
Bivalvia,Bivalvia_Veneroida,Vesicomya
Bivalvia,Bivalvia_Veneroida,Volupia
Bivalvia,Bivalvia_Veneroida,Wallucina
Bivalvia,Bivalvia_Veneroida,Xenoloupia
Bivalvia,Bivalvia_Veneroida,Zenatia
Bivalvia,Bivalvia_Veneroida,Zenatiopsis
Echinoidea,Echinoidea_Carinacea,Arbacia
Echinoidea,Echinoidea_Carinacea,Arbacina
Echinoidea,Echinoidea_Carinacea,Baueria
Echinoidea,Echinoidea_Carinacea,Brochopleurus
Echinoidea,Echinoidea_Carinacea,Centrostephanus
Echinoidea,Echinoidea_Carinacea,Coelopleurus
Echinoidea,Echinoidea_Carinacea,Cryptechinus
Echinoidea,Echinoidea_Carinacea,Diadema
Echinoidea,Echinoidea_Carinacea,Echinometra
Echinoidea,Echinoidea_Carinacea,Echinopedina
Echinoidea,Echinoidea_Carinacea,Echinopsis
Echinoidea,Echinoidea_Carinacea,Echinostrephus
Echinoidea,Echinoidea_Carinacea,Echinus
Echinoidea,Echinoidea_Carinacea,Gagaria
Echinoidea,Echinoidea_Carinacea,Gauthieria
Echinoidea,Echinoidea_Carinacea,Goniopygus
Echinoidea,Echinoidea_Carinacea,Graphepleurus
Echinoidea,Echinoidea_Carinacea,Heterocentrotus
Echinoidea,Echinoidea_Carinacea,Hyposalenia
Echinoidea,Echinoidea_Carinacea,Lytechinus
Echinoidea,Echinoidea_Carinacea,Micropsis
Echinoidea,Echinoidea_Carinacea,Murravechinus
Echinoidea,Echinoidea_Carinacea,Porosoma
Echinoidea,Echinoidea_Carinacea,Psammechinus
Echinoidea,Echinoidea_Carinacea,Salenia
Echinoidea,Echinoidea_Carinacea,Salenidia
Echinoidea,Echinoidea_Carinacea,Stomechinus
Echinoidea,Echinoidea_Carinacea,Strongylocentrotus
Echinoidea,Echinoidea_Carinacea,Thylechinus
Echinoidea,Echinoidea_Carinacea,Triplacidia
Echinoidea,Echinoidea_Carinacea,Tripneustes
Echinoidea,Echinoidea_Cidaroida,Austrocidaris
Echinoidea,Echinoidea_Cidaroida,Chondrocidaris
Echinoidea,Echinoidea_Cidaroida,Cidaris
Echinoidea,Echinoidea_Cidaroida,Eucidaris
Echinoidea,Echinoidea_Cidaroida,Goniocidaris
Echinoidea,Echinoidea_Cidaroida,Histocidaris
Echinoidea,Echinoidea_Cidaroida,Leiocidaris
Echinoidea,Echinoidea_Cidaroida,Palmerius
Echinoidea,Echinoidea_Cidaroida,Phyllacanthus
Echinoidea,Echinoidea_Cidaroida,Plegiocidaris
Echinoidea,Echinoidea_Cidaroida,Porocidaris
Echinoidea,Echinoidea_Cidaroida,Prionocidaris
Echinoidea,Echinoidea_Cidaroida,Prophyllacanthus
Echinoidea,Echinoidea_Cidaroida,Rhabdocidaris
Echinoidea,Echinoidea_Cidaroida,Temnocidaris
Echinoidea,Echinoidea_Cidaroida,Tylocidaris
Echinoidea,Echinoidea_Irregularia,Abertella
Echinoidea,Echinoidea_Irregularia,Adelopneustes
Echinoidea,Echinoidea_Irregularia,Agassizia
Echinoidea,Echinoidea_Irregularia,Amblypygus
Echinoidea,Echinoidea_Irregularia,Amphiope
Echinoidea,Echinoidea_Irregularia,Astriclypeus
Echinoidea,Echinoidea_Irregularia,Astrodapsis
Echinoidea,Echinoidea_Irregularia,Breynia
Echinoidea,Echinoidea_Irregularia,Brissoides
Echinoidea,Echinoidea_Irregularia,Brissopneustes
Echinoidea,Echinoidea_Irregularia,Brissopsis
Echinoidea,Echinoidea_Irregularia,Brissus
Echinoidea,Echinoidea_Irregularia,Cassidulus
Echinoidea,Echinoidea_Irregularia,Catopygus
Echinoidea,Echinoidea_Irregularia,Clypeaster
Echinoidea,Echinoidea_Irregularia,Conoclypeus
Echinoidea,Echinoidea_Irregularia,Conoclypus
Echinoidea,Echinoidea_Irregularia,Coraster
Echinoidea,Echinoidea_Irregularia,Cottreaucorys
Echinoidea,Echinoidea_Irregularia,Cubanaster
Echinoidea,Echinoidea_Irregularia,Cyclaster
Echinoidea,Echinoidea_Irregularia,Dendraster
Echinoidea,Echinoidea_Irregularia,Diplodetus
Echinoidea,Echinoidea_Irregularia,Ditremaster
Echinoidea,Echinoidea_Irregularia,Durhamella
Echinoidea,Echinoidea_Irregularia,Echinanthus
Echinoidea,Echinoidea_Irregularia,Echinarachnius
Echinoidea,Echinoidea_Irregularia,Echinocardium
Echinoidea,Echinoidea_Irregularia,Echinocorys
Echinoidea,Echinoidea_Irregularia,Echinocyamus
Echinoidea,Echinoidea_Irregularia,Echinodiscus
Echinoidea,Echinoidea_Irregularia,Echinolampas
Echinoidea,Echinoidea_Irregularia,Echinoneus
Echinoidea,Echinoidea_Irregularia,Encope
Echinoidea,Echinoidea_Irregularia,Eupatagus
Echinoidea,Echinoidea_Irregularia,Eurhodia
Echinoidea,Echinoidea_Irregularia,Fellaster
Echinoidea,Echinoidea_Irregularia,Fibularia
Echinoidea,Echinoidea_Irregularia,Galeaster
Echinoidea,Echinoidea_Irregularia,Galeraster
Echinoidea,Echinoidea_Irregularia,Garumnaster
Echinoidea,Echinoidea_Irregularia,Gillechinus
Echinoidea,Echinoidea_Irregularia,Giraliaster
Echinoidea,Echinoidea_Irregularia,Gitolampas
Echinoidea,Echinoidea_Irregularia,Globator
Echinoidea,Echinoidea_Irregularia,Habanaster
Echinoidea,Echinoidea_Irregularia,Haimea
Echinoidea,Echinoidea_Irregularia,Hemiaster
Echinoidea,Echinoidea_Irregularia,Hemipatagus
Echinoidea,Echinoidea_Irregularia,Heterobrissus
Echinoidea,Echinoidea_Irregularia,Holaster
Echinoidea,Echinoidea_Irregularia,Homoeaster
Echinoidea,Echinoidea_Irregularia,Iheringiella
Echinoidea,Echinoidea_Irregularia,Isaster
Echinoidea,Echinoidea_Irregularia,Kewia
Echinoidea,Echinoidea_Irregularia,Laganum
Echinoidea,Echinoidea_Irregularia,Linthia
Echinoidea,Echinoidea_Irregularia,Lovenia
Echinoidea,Echinoidea_Irregularia,Macropneustes
Echinoidea,Echinoidea_Irregularia,Maretia
Echinoidea,Echinoidea_Irregularia,Mellita
Echinoidea,Echinoidea_Irregularia,Meoma
Echinoidea,Echinoidea_Irregularia,Metalia
Echinoidea,Echinoidea_Irregularia,Moira
Echinoidea,Echinoidea_Irregularia,Monostychia
Echinoidea,Echinoidea_Irregularia,Murraypneustes
Echinoidea,Echinoidea_Irregularia,Neocatopygus
Echinoidea,Echinoidea_Irregularia,Neolaganum
Echinoidea,Echinoidea_Irregularia,Nucleolites
Echinoidea,Echinoidea_Irregularia,Oligopygus
Echinoidea,Echinoidea_Irregularia,Orthaster
Echinoidea,Echinoidea_Irregularia,Parabrissus
Echinoidea,Echinoidea_Irregularia,Parascutella
Echinoidea,Echinoidea_Irregularia,Periarchus
Echinoidea,Echinoidea_Irregularia,Pericosmus
Echinoidea,Echinoidea_Irregularia,Peronella
Echinoidea,Echinoidea_Irregularia,Plagiobrissus
Echinoidea,Echinoidea_Irregularia,Plagiochasma
Echinoidea,Echinoidea_Irregularia,Plesiolampas
Echinoidea,Echinoidea_Irregularia,Prenaster
Echinoidea,Echinoidea_Irregularia,Procassidulus
Echinoidea,Echinoidea_Irregularia,Protoscutella
Echinoidea,Echinoidea_Irregularia,Psephoaster
Echinoidea,Echinoidea_Irregularia,Pygopistes
Echinoidea,Echinoidea_Irregularia,Pygopyrina
Echinoidea,Echinoidea_Irregularia,Pyrina
Echinoidea,Echinoidea_Irregularia,Rhopostoma
Echinoidea,Echinoidea_Irregularia,Rhyncholampas
Echinoidea,Echinoidea_Irregularia,Santeelampas
Echinoidea,Echinoidea_Irregularia,Scaphechinus
Echinoidea,Echinoidea_Irregularia,Schizaster
Echinoidea,Echinoidea_Irregularia,Scutella
Echinoidea,Echinoidea_Irregularia,Scutellina
Echinoidea,Echinoidea_Irregularia,Scutellinoides
Echinoidea,Echinoidea_Irregularia,Sismondia
Echinoidea,Echinoidea_Irregularia,Spatagobrissus
Echinoidea,Echinoidea_Irregularia,Spatangus
Echinoidea,Echinoidea_Irregularia,Studeria
Echinoidea,Echinoidea_Irregularia,Taimanawa
Echinoidea,Echinoidea_Irregularia,Thagastea
Echinoidea,Echinoidea_Irregularia,Togocyamus
Echinoidea,Echinoidea_Irregularia,Unifascia
Echinoidea,Echinoidea_Irregularia,Vaquerosella
Echinoidea,Echinoidea_Irregularia,Weisbordella
Echinoidea,Echinoidea_Irregularia,Wythella
Elasmobranchii,Elasmobranchii_Elasmobranchii,Abdounia
Elasmobranchii,Elasmobranchii_Elasmobranchii,Acrodus
Elasmobranchii,Elasmobranchii_Elasmobranchii,Aetobatus
Elasmobranchii,Elasmobranchii_Elasmobranchii,Alopecias
Elasmobranchii,Elasmobranchii_Elasmobranchii,Alopias
Elasmobranchii,Elasmobranchii_Elasmobranchii,Angoumeius
Elasmobranchii,Elasmobranchii_Elasmobranchii,Anomotodon
Elasmobranchii,Elasmobranchii_Elasmobranchii,Aprionodon
Elasmobranchii,Elasmobranchii_Elasmobranchii,Archaeomanta
Elasmobranchii,Elasmobranchii_Elasmobranchii,Burnhamia
Elasmobranchii,Elasmobranchii_Elasmobranchii,Callorhynchus
Elasmobranchii,Elasmobranchii_Elasmobranchii,Carcharhinus
Elasmobranchii,Elasmobranchii_Elasmobranchii,Carcharias
Elasmobranchii,Elasmobranchii_Elasmobranchii,Carchariolamna
Elasmobranchii,Elasmobranchii_Elasmobranchii,Carcharocles
Elasmobranchii,Elasmobranchii_Elasmobranchii,Carcharodon
Elasmobranchii,Elasmobranchii_Elasmobranchii,Carcharoides
Elasmobranchii,Elasmobranchii_Elasmobranchii,Cetorhinus
Elasmobranchii,Elasmobranchii_Elasmobranchii,Chimaera
Elasmobranchii,Elasmobranchii_Elasmobranchii,Chrysophris
Elasmobranchii,Elasmobranchii_Elasmobranchii,Cosmopolitodus
Elasmobranchii,Elasmobranchii_Elasmobranchii,Coupatezia
Elasmobranchii,Elasmobranchii_Elasmobranchii,Cretolamna
Elasmobranchii,Elasmobranchii_Elasmobranchii,Dasyatis
Elasmobranchii,Elasmobranchii_Elasmobranchii,Diplodus
Elasmobranchii,Elasmobranchii_Elasmobranchii,Echinorhinus
Elasmobranchii,Elasmobranchii_Elasmobranchii,Edaphodon
Elasmobranchii,Elasmobranchii_Elasmobranchii,Elasmodus
Elasmobranchii,Elasmobranchii_Elasmobranchii,Eomobula
Elasmobranchii,Elasmobranchii_Elasmobranchii,Eostegostoma
Elasmobranchii,Elasmobranchii_Elasmobranchii,Eotorpedo
Elasmobranchii,Elasmobranchii_Elasmobranchii,Galeocerdo
Elasmobranchii,Elasmobranchii_Elasmobranchii,Galeorhinus
Elasmobranchii,Elasmobranchii_Elasmobranchii,Galeus
Elasmobranchii,Elasmobranchii_Elasmobranchii,Ginglymostoma
Elasmobranchii,Elasmobranchii_Elasmobranchii,Gymnura
Elasmobranchii,Elasmobranchii_Elasmobranchii,Hemipristis
Elasmobranchii,Elasmobranchii_Elasmobranchii,Hemiscyllium
Elasmobranchii,Elasmobranchii_Elasmobranchii,Heptranchias
Elasmobranchii,Elasmobranchii_Elasmobranchii,Heterodontus
Elasmobranchii,Elasmobranchii_Elasmobranchii,Hexanchus
Elasmobranchii,Elasmobranchii_Elasmobranchii,Hypolophites
Elasmobranchii,Elasmobranchii_Elasmobranchii,Hypolophodon
Elasmobranchii,Elasmobranchii_Elasmobranchii,Hypoprion
Elasmobranchii,Elasmobranchii_Elasmobranchii,Hypotodus
Elasmobranchii,Elasmobranchii_Elasmobranchii,Ischyodus
Elasmobranchii,Elasmobranchii_Elasmobranchii,Ischyrhiza
Elasmobranchii,Elasmobranchii_Elasmobranchii,Isistius
Elasmobranchii,Elasmobranchii_Elasmobranchii,Isurolamna
Elasmobranchii,Elasmobranchii_Elasmobranchii,Isurus
Elasmobranchii,Elasmobranchii_Elasmobranchii,Jaekelotodus
Elasmobranchii,Elasmobranchii_Elasmobranchii,Lamna
Elasmobranchii,Elasmobranchii_Elasmobranchii,Leidybatis
Elasmobranchii,Elasmobranchii_Elasmobranchii,Macrorhizodus
Elasmobranchii,Elasmobranchii_Elasmobranchii,Manta
Elasmobranchii,Elasmobranchii_Elasmobranchii,Megascyliorhinus
Elasmobranchii,Elasmobranchii_Elasmobranchii,Meridiania
Elasmobranchii,Elasmobranchii_Elasmobranchii,Microscyliorhinus
Elasmobranchii,Elasmobranchii_Elasmobranchii,Misrichthys
Elasmobranchii,Elasmobranchii_Elasmobranchii,Mitsukurina
Elasmobranchii,Elasmobranchii_Elasmobranchii,Moerigaleus
Elasmobranchii,Elasmobranchii_Elasmobranchii,Mustelus
Elasmobranchii,Elasmobranchii_Elasmobranchii,Myliobatis
Elasmobranchii,Elasmobranchii_Elasmobranchii,Narcine
Elasmobranchii,Elasmobranchii_Elasmobranchii,Nebrius
Elasmobranchii,Elasmobranchii_Elasmobranchii,Negaprion
Elasmobranchii,Elasmobranchii_Elasmobranchii,Notidanodon
Elasmobranchii,Elasmobranchii_Elasmobranchii,Notidanus
Elasmobranchii,Elasmobranchii_Elasmobranchii,Notorhynchus
Elasmobranchii,Elasmobranchii_Elasmobranchii,Notorynchus
Elasmobranchii,Elasmobranchii_Elasmobranchii,Odontaspis
Elasmobranchii,Elasmobranchii_Elasmobranchii,Odontorhytis
Elasmobranchii,Elasmobranchii_Elasmobranchii,Orectolobus
Elasmobranchii,Elasmobranchii_Elasmobranchii,Otodus
Elasmobranchii,Elasmobranchii_Elasmobranchii,Oxyrhina
Elasmobranchii,Elasmobranchii_Elasmobranchii,Pachygaleus
Elasmobranchii,Elasmobranchii_Elasmobranchii,Palaeocarcharodon
Elasmobranchii,Elasmobranchii_Elasmobranchii,Palaeodasyatis
Elasmobranchii,Elasmobranchii_Elasmobranchii,Palaeogaleus
Elasmobranchii,Elasmobranchii_Elasmobranchii,Palaeohypotodus
Elasmobranchii,Elasmobranchii_Elasmobranchii,Palaeorhincodon
Elasmobranchii,Elasmobranchii_Elasmobranchii,Parotodus
Elasmobranchii,Elasmobranchii_Elasmobranchii,Physodon
Elasmobranchii,Elasmobranchii_Elasmobranchii,Physogaleus
Elasmobranchii,Elasmobranchii_Elasmobranchii,Platyrhina
Elasmobranchii,Elasmobranchii_Elasmobranchii,Plinthicus
Elasmobranchii,Elasmobranchii_Elasmobranchii,Premontreia
Elasmobranchii,Elasmobranchii_Elasmobranchii,Prionace
Elasmobranchii,Elasmobranchii_Elasmobranchii,Prionodon
Elasmobranchii,Elasmobranchii_Elasmobranchii,Pristiophorus
Elasmobranchii,Elasmobranchii_Elasmobranchii,Pristis
Elasmobranchii,Elasmobranchii_Elasmobranchii,Promyliobatis
Elasmobranchii,Elasmobranchii_Elasmobranchii,Propristis
Elasmobranchii,Elasmobranchii_Elasmobranchii,Pseudodontaspis
Elasmobranchii,Elasmobranchii_Elasmobranchii,Pteromylaeus
Elasmobranchii,Elasmobranchii_Elasmobranchii,Raja
Elasmobranchii,Elasmobranchii_Elasmobranchii,Rhinobatos
Elasmobranchii,Elasmobranchii_Elasmobranchii,Rhinobatus
Elasmobranchii,Elasmobranchii_Elasmobranchii,Rhinoptera
Elasmobranchii,Elasmobranchii_Elasmobranchii,Rhizoprionodon
Elasmobranchii,Elasmobranchii_Elasmobranchii,Rhynchobatus
Elasmobranchii,Elasmobranchii_Elasmobranchii,Scapanorhynchus
Elasmobranchii,Elasmobranchii_Elasmobranchii,Scoliodon
Elasmobranchii,Elasmobranchii_Elasmobranchii,Scyliorhinus
Elasmobranchii,Elasmobranchii_Elasmobranchii,Sphyrna
Elasmobranchii,Elasmobranchii_Elasmobranchii,Squaliodalatias
Elasmobranchii,Elasmobranchii_Elasmobranchii,Squalus
Elasmobranchii,Elasmobranchii_Elasmobranchii,Squatina
Elasmobranchii,Elasmobranchii_Elasmobranchii,Striatolamia
Elasmobranchii,Elasmobranchii_Elasmobranchii,Subathunura
Elasmobranchii,Elasmobranchii_Elasmobranchii,Synodontaspis
Elasmobranchii,Elasmobranchii_Elasmobranchii,Triaenodon
Elasmobranchii,Elasmobranchii_Elasmobranchii,Triakis
Elasmobranchii,Elasmobranchii_Elasmobranchii,Urolophus
Elasmobranchii,Elasmobranchii_Elasmobranchii,Viperecucullus
Elasmobranchii,Elasmobranchii_Elasmobranchii,Weltonia
Elasmobranchii,Elasmobranchii_Elasmobranchii,Xiphodolamia
Foraminifera,Foraminifera_benthic,Acarinina
Foraminifera,Foraminifera_benthic,Acervulina
Foraminifera,Foraminifera_benthic,Actinocyclina
Foraminifera,Foraminifera_benthic,Actinosiphon
Foraminifera,Foraminifera_benthic,Alabamina
Foraminifera,Foraminifera_benthic,Alveolina
Foraminifera,Foraminifera_benthic,Alveolinella
Foraminifera,Foraminifera_benthic,Ammoanita
Foraminifera,Foraminifera_benthic,Ammobaculites
Foraminifera,Foraminifera_benthic,Ammodiscus
Foraminifera,Foraminifera_benthic,Ammonia
Foraminifera,Foraminifera_benthic,Amphicoryna
Foraminifera,Foraminifera_benthic,Amphimorphina
Foraminifera,Foraminifera_benthic,Amphistegina
Foraminifera,Foraminifera_benthic,Angulogerina
Foraminifera,Foraminifera_benthic,Annectina
Foraminifera,Foraminifera_benthic,Anomalina
Foraminifera,Foraminifera_benthic,Anomalinella
Foraminifera,Foraminifera_benthic,Anomalinoides
Foraminifera,Foraminifera_benthic,Archaias
Foraminifera,Foraminifera_benthic,Arenobulimina
Foraminifera,Foraminifera_benthic,Arenodosaria
Foraminifera,Foraminifera_benthic,Articulina
Foraminifera,Foraminifera_benthic,Assilina
Foraminifera,Foraminifera_benthic,Asterigerina
Foraminifera,Foraminifera_benthic,Asterigerinata
Foraminifera,Foraminifera_benthic,Astrononion
Foraminifera,Foraminifera_benthic,Aubignyna
Foraminifera,Foraminifera_benthic,Austrotrillina
Foraminifera,Foraminifera_benthic,Baculogypsina
Foraminifera,Foraminifera_benthic,Baggatella
Foraminifera,Foraminifera_benthic,Baggina
Foraminifera,Foraminifera_benthic,Bathysiphon
Foraminifera,Foraminifera_benthic,Biapertorbis
Foraminifera,Foraminifera_benthic,Bifarina
Foraminifera,Foraminifera_benthic,Bigenerina
Foraminifera,Foraminifera_benthic,Bitubulogenerina
Foraminifera,Foraminifera_benthic,Bitubulogerina
Foraminifera,Foraminifera_benthic,Bolivina
Foraminifera,Foraminifera_benthic,Bolivinella
Foraminifera,Foraminifera_benthic,Bolivinita
Foraminifera,Foraminifera_benthic,Bolivinopsis
Foraminifera,Foraminifera_benthic,Borelis
Foraminifera,Foraminifera_benthic,Brizalina
Foraminifera,Foraminifera_benthic,Broeckinella
Foraminifera,Foraminifera_benthic,Buccella
Foraminifera,Foraminifera_benthic,Bucella
Foraminifera,Foraminifera_benthic,Buchnerina
Foraminifera,Foraminifera_benthic,Bulimina
Foraminifera,Foraminifera_benthic,Buliminella
Foraminifera,Foraminifera_benthic,Calcarina
Foraminifera,Foraminifera_benthic,Cancris
Foraminifera,Foraminifera_benthic,Carpenteria
Foraminifera,Foraminifera_benthic,Cassidulina
Foraminifera,Foraminifera_benthic,Cassidulinoides
Foraminifera,Foraminifera_benthic,Caucasina
Foraminifera,Foraminifera_benthic,Ceratobulimina
Foraminifera,Foraminifera_benthic,Chapmanina
Foraminifera,Foraminifera_benthic,Chilostomella
Foraminifera,Foraminifera_benthic,Chrysalogonium
Foraminifera,Foraminifera_benthic,Cibicides
Foraminifera,Foraminifera_benthic,Cibicidoides
Foraminifera,Foraminifera_benthic,Clavulina
Foraminifera,Foraminifera_benthic,Clavulinoides
Foraminifera,Foraminifera_benthic,Conorbella
Foraminifera,Foraminifera_benthic,Conotrochammina
Foraminifera,Foraminifera_benthic,Cornuspira
Foraminifera,Foraminifera_benthic,Coscinophragma
Foraminifera,Foraminifera_benthic,Coskinolina
Foraminifera,Foraminifera_benthic,Coskinon
Foraminifera,Foraminifera_benthic,Cribroelphidium
Foraminifera,Foraminifera_benthic,Cribrononion
Foraminifera,Foraminifera_benthic,Cristellaria
Foraminifera,Foraminifera_benthic,Cyclammina
Foraminifera,Foraminifera_benthic,Cycloclypeus
Foraminifera,Foraminifera_benthic,Cycloforina
Foraminifera,Foraminifera_benthic,Cymbaloporetta
Foraminifera,Foraminifera_benthic,Cystammina
Foraminifera,Foraminifera_benthic,Darbyella
Foraminifera,Foraminifera_benthic,Daviesina
Foraminifera,Foraminifera_benthic,Dendrophrya
Foraminifera,Foraminifera_benthic,Dentalina
Foraminifera,Foraminifera_benthic,Dictyoconoides
Foraminifera,Foraminifera_benthic,Dictyoconus
Foraminifera,Foraminifera_benthic,Discocyclina
Foraminifera,Foraminifera_benthic,Discorbis
Foraminifera,Foraminifera_benthic,Dorothia
Foraminifera,Foraminifera_benthic,Dyocibicides
Foraminifera,Foraminifera_benthic,Ehrenbergina
Foraminifera,Foraminifera_benthic,Elphidiella
Foraminifera,Foraminifera_benthic,Elphidium
Foraminifera,Foraminifera_benthic,Eoeponidella
Foraminifera,Foraminifera_benthic,Eofabiania
Foraminifera,Foraminifera_benthic,Eogloberina
Foraminifera,Foraminifera_benthic,Eoglobigerina
Foraminifera,Foraminifera_benthic,Epistominella
Foraminifera,Foraminifera_benthic,Eponides
Foraminifera,Foraminifera_benthic,Escornebovina
Foraminifera,Foraminifera_benthic,Eulepidina
Foraminifera,Foraminifera_benthic,Euuvigerina
Foraminifera,Foraminifera_benthic,Fabiania
Foraminifera,Foraminifera_benthic,Fabularia
Foraminifera,Foraminifera_benthic,Fallotella
Foraminifera,Foraminifera_benthic,Fissurina
Foraminifera,Foraminifera_benthic,Florilus
Foraminifera,Foraminifera_benthic,Fursenkoina
Foraminifera,Foraminifera_benthic,Gansserina
Foraminifera,Foraminifera_benthic,Gaudryina
Foraminifera,Foraminifera_benthic,Gaudryinopsis
Foraminifera,Foraminifera_benthic,Gavelinopsis
Foraminifera,Foraminifera_benthic,Glandulina
Foraminifera,Foraminifera_benthic,Globanomalina
Foraminifera,Foraminifera_benthic,Globigerinatheka
Foraminifera,Foraminifera_benthic,Globigerinella
Foraminifera,Foraminifera_benthic,Globobulimina
Foraminifera,Foraminifera_benthic,Globocassidulina
Foraminifera,Foraminifera_benthic,Globoconusa
Foraminifera,Foraminifera_benthic,Globocunusa
Foraminifera,Foraminifera_benthic,Globotruncanita
Foraminifera,Foraminifera_benthic,Globtruncanella
Foraminifera,Foraminifera_benthic,Globulina
Foraminifera,Foraminifera_benthic,Glomospira
Foraminifera,Foraminifera_benthic,Grigelis
Foraminifera,Foraminifera_benthic,Guttulina
Foraminifera,Foraminifera_benthic,Gypsina
Foraminifera,Foraminifera_benthic,Gyroidina
Foraminifera,Foraminifera_benthic,Gyroidinoides
Foraminifera,Foraminifera_benthic,Haddonia
Foraminifera,Foraminifera_benthic,Haeuslerella
Foraminifera,Foraminifera_benthic,Halkyardia
Foraminifera,Foraminifera_benthic,Hantkenina
Foraminifera,Foraminifera_benthic,Hanzawaia
Foraminifera,Foraminifera_benthic,Haplophragmium
Foraminifera,Foraminifera_benthic,Haplophragmoides
Foraminifera,Foraminifera_benthic,Hastigerinella
Foraminifera,Foraminifera_benthic,Haynesina
Foraminifera,Foraminifera_benthic,Helicolepidina
Foraminifera,Foraminifera_benthic,Helicostegina
Foraminifera,Foraminifera_benthic,Heterolepa
Foraminifera,Foraminifera_benthic,Heterostegina
Foraminifera,Foraminifera_benthic,Hoeglundina
Foraminifera,Foraminifera_benthic,Homotrema
