class_name,order_name,genus,LAD,EXTANT,FALSE.EXT
(blank),Rodentia,Irhoudia,2.588,0,0
(blank),Rodentia,Isostylomys,6.8,0,0
(blank),Rodentia,Karydomys,13.65,0,0
(blank),Rodentia,Keramidomys,13.65,0,0
(blank),Rodentia,Kiyutherium,6.8,0,0
(blank),Rodentia,Lagostomopsis,2.588,0,0
(blank),Rodentia,Lagurus,0.0117,1,0
(blank),Rodentia,Lartetomys,13.65,0,0
(blank),Rodentia,Ligerimys,15.97,0,0
(blank),Rodentia,Megacricetodon,11.62,0,0
(blank),Rodentia,Melissiodon,15.97,0,0
(blank),Rodentia,Meriones,0.0117,1,0
(blank),Rodentia,Microdyromys,13.65,0,0
(blank),Rodentia,Micromys,5.333,0,0
(blank),Rodentia,Microtus,0.0117,1,0
(blank),Rodentia,Mimomys,0.126,0,0
(blank),Rodentia,Miodyromys,13.65,0,0
(blank),Rodentia,Miopetaurista,3.6,0,0
(blank),Rodentia,Monosaulax,15.97,0,0
(blank),Rodentia,Mus,0.0117,1,0
(blank),Rodentia,Muscardinus,2.588,1,0
(blank),Rodentia,Mylagaulus,10.3,0,0
(blank),Rodentia,Myocastor,2.588,1,0
(blank),Rodentia,Myocricetodon,2.588,0,0
(blank),Rodentia,Myodes,0.0117,1,0
(blank),Rodentia,Myoglis,13.65,0,0
(blank),Rodentia,Neochoerus,0.0117,0,0
(blank),Rodentia,Neocometes,11.62,0,0
(blank),Rodentia,Neoepiblema,6.8,0,0
(blank),Rodentia,Neofiber,0.0117,1,0
(blank),Rodentia,Neotoma,0.0117,1,0
(blank),Rodentia,Nothodipoides,10.3,0,0
(blank),Rodentia,Nototamias,15.97,0,0
(blank),Rodentia,Occitanomys,3.2,0,0
(blank),Rodentia,Orthogeomys,1.8,0,0
(blank),Rodentia,Oryzomys,0.0117,0,0
(blank),Rodentia,Otomys,0.0117,1,0
(blank),Rodentia,Palaeocavia,6.8,0,0
(blank),Rodentia,Palaeosciurus,13.65,0,0
(blank),Rodentia,Paradoxomys,6.8,0,0
(blank),Rodentia,Paraethomys,0.0117,0,0
(blank),Rodentia,Paraglirulus,13.65,0,0
(blank),Rodentia,Paranamys,6.8,0,0
(blank),Rodentia,Parapodemus,5.333,0,0
(blank),Rodentia,Parodimys,6.8,0,0
(blank),Rodentia,Pentastylomys,6.8,0,0
(blank),Rodentia,Perognathus,13.6,0,0
(blank),Rodentia,Peromyscus,0.0117,1,0
(blank),Rodentia,Phoberomys,6.8,0,0
(blank),Rodentia,Plesiosminthus,22.4,0,0
(blank),Rodentia,Plexochoerus,6.8,0,0
(blank),Rodentia,Podomys,0.3,1,0
(blank),Rodentia,Potamarchus,6.8,0,0
(blank),Rodentia,Potwarmus,15.97,1,1
(blank),Rodentia,Praearmantomys,15.97,0,0
(blank),Rodentia,Praomys,0.0117,1,0
(blank),Rodentia,Procardiatherium,6.8,0,0
(blank),Rodentia,Prodolichotis,6.8,0,0
(blank),Rodentia,Progonomys,7.75,0,0
(blank),Rodentia,Proheteromys,15.97,0,0
(blank),Rodentia,Protabrocoma,6.8,0,0
(blank),Rodentia,Protomegamys,6.8,0,0
(blank),Rodentia,Pseudodryomys,15.97,0,0
(blank),Rodentia,Pseudosigmomys,6.8,0,0
(blank),Rodentia,Pseudotheridomys,22.4,0,0
(blank),Rodentia,Pteromys,0.0117,1,0
(blank),Rodentia,Rattus,0.0117,1,0
(blank),Rodentia,Rhagapodemus,3.2,0,0
(blank),Rodentia,Rhodanomys,22.4,0,0
(blank),Rodentia,Rotundomys,7.75,0,0
(blank),Rodentia,Sayimys,15.97,0,0
(blank),Rodentia,Sciurus,0.0117,1,0
(blank),Rodentia,Sigmodon,0.0117,1,0
(blank),Rodentia,Spalax,0.0117,1,0
(blank),Rodentia,Spermophilinus,11.62,0,0
(blank),Rodentia,Spermophilus,0.0117,1,0
(blank),Rodentia,Steneofiber,7.246,0,0
(blank),Rodentia,Synaptomys,0.0117,1,0
(blank),Rodentia,Tetrastylus,6.8,0,0
(blank),Rodentia,Thomomys,0.0117,1,0
(blank),Rodentia,Trogontherium,0.126,0,0
(blank),Rodentia,Zramys,5.333,0,0
(blank),Salientia,Bufo,0.0117,1,0
(blank),Salientia,Discoglossus,2.588,1,0
(blank),Salientia,Eopelobates,11.62,0,0
(blank),Salientia,Hyla,0.0117,1,0
(blank),Salientia,Latonia,13.65,0,0
(blank),Salientia,Pelobates,2.588,1,0
(blank),Salientia,Pseudacris,0.0117,1,0
(blank),Salientia,Rana,0.0117,1,0
(blank),Salientia,Rhacophorus,0.0117,1,0
(blank),Sirenia,Bharatisiren,20.44,0,0
(blank),Sirenia,Corystosiren,3.6,0,0
(blank),Sirenia,Dioplotherium,3.6,0,0
(blank),Sirenia,Domningia,20.44,0,0
(blank),Sirenia,Dusisiren,3.6,0,0
(blank),Sirenia,Halitherium,5.333,0,0
(blank),Sirenia,Hydrodamalis,0.0117,0,0
(blank),Sirenia,Indosiren,11.608,0,0
(blank),Sirenia,Kutchisiren,15.97,0,0
(blank),Sirenia,Metaxytherium,2.588,0,0
(blank),Sirenia,Miodugong,5.333,0,0
(blank),Sirenia,Miosiren,5.333,0,0
(blank),Sirenia,Nanosiren,3.6,0,0
(blank),Sirenia,Potamosiren,5.333,0,0
(blank),Sirenia,Prohalicore,2.588,0,0
(blank),Sirenia,Ribodon,2.588,0,0
(blank),Sirenia,Rytiodus,5.333,0,0
(blank),Sirenia,Trichechus,0.0117,1,0
(blank),Sirenia,Xenosiren,4.9,0,0
(blank),Sparassodonta,Notictis,6.8,0,0
(blank),Sparassodonta,Stylocynus,6.8,0,0
(blank),Tubulidentata,Orycteropus,2.588,1,0
(blank),Xenarthra,Amphiocnus,6.8,0,0
(blank),Xenarthra,Berthawyleria,6.8,0,0
(blank),Xenarthra,Chlamyphractus,6.8,0,0
(blank),Xenarthra,Dasypus,0.0117,0,0
(blank),Xenarthra,Eleutherocercus,6.8,0,0
(blank),Xenarthra,Eremotherium,0.0117,0,0
(blank),Xenarthra,Glossotherium,1.8,0,0
(blank),Xenarthra,Glyptodon,2.588,0,0
(blank),Xenarthra,Holmesina,0.0117,0,0
(blank),Xenarthra,Kraglievichia,6.8,0,0
(blank),Xenarthra,Megabradys,6.8,0,0
(blank),Xenarthra,Megalonychops,6.8,0,0
(blank),Xenarthra,Megalonyx,0.0117,0,0
(blank),Xenarthra,Megatherium,0.0117,0,0
(blank),Xenarthra,Mylodon,0.0117,0,0
(blank),Xenarthra,Nothrotheriops,0.0117,0,0
(blank),Xenarthra,Octomylodon,6.8,0,0
(blank),Xenarthra,Ortotherium,6.8,0,0
(blank),Xenarthra,Pachyarmatherium,0.3,0,0
(blank),Xenarthra,Palaeohoplophorus,6.8,0,0
(blank),Xenarthra,Panochthus,2.588,0,0
(blank),Xenarthra,Parahoplophorus,6.8,0,0
(blank),Xenarthra,Paramylodon,0.0117,0,0
(blank),Xenarthra,Pliomegatherium,6.8,0,0
(blank),Xenarthra,Pliomorphus,5.333,0,0
(blank),Xenarthra,Plohophorus,6.8,0,0
(blank),Xenarthra,Prolestodon,6.8,0,0
(blank),Xenarthra,Promegatherium,6.8,0,0
(blank),Xenarthra,Promylodon,6.8,0,0
(blank),Xenarthra,Pronothrotherium,6.8,0,0
(blank),Xenarthra,Protoglyptodon,6.8,0,0
(blank),Xenarthra,Protomegalonyx,6.8,0,0
(blank),Xenarthra,Pseudoeuryurus,6.8,0,0
(blank),Xenarthra,Ranculcus,6.8,0,0
(blank),Xenarthra,Scirrotherium,9.41,0,0
(blank),Xenarthra,Sphenotherus,6.8,0,0
(blank),Xenarthra,Strabosodon,6.8,0,0
(blank),Xenarthra,Thalassocnus,2.588,0,0
(blank),Xenarthra,Torcellia,6.8,0,0
(blank),Xenarthra,Urotherium,6.8,0,0
Actinopteri,(blank),Aplodinotus,15.97,0,0
Actinopteri,(blank),Atractoscion,13.65,1,1
Actinopteri,(blank),Cynoscion,0.0117,1,0
Actinopteri,(blank),Equetus,2.588,1,0
Actinopteri,(blank),Leiostomus,2.588,1,0
Actinopteri,(blank),Mene,15.97,1,1
Actinopteri,(blank),Micropogonias,2.588,1,0
Actinopteri,(blank),Pogonias,0.0117,1,0
Actinopteri,(blank),Sciaenops,0.0117,1,0
Actinopteri,(blank),Sphyraena,0.0117,1,0
Actinopteri,Acipenseriformes,Acipenser,0.126,1,0
Actinopteri,Alepisauriformes,Lestidiops,1.806,1,0
Actinopteri,Alepisauriformes,Synodus,0.0117,1,0
Actinopteri,Amiiformes,Amia,0.3,1,0
Actinopteri,Anabantiformes,Channa,15.97,1,1
Actinopteri,Anguilliformes,Ariosoma,15.97,1,1
Actinopteri,Anguilliformes,Conger,1.806,1,0
Actinopteri,Anguilliformes,Muraenesox,5.333,1,1
Actinopteri,Anguilliformes,Paraconger,15.97,1,1
Actinopteri,Anguilliformes,Rhynchoconger,15.97,1,1
Actinopteri,Batrachoidiformes,Opsanus,0.0117,0,0
Actinopteri,Batrachoidiformes,Porichthys,0.012,1,0
Actinopteri,Beloniformes,Belone,1.806,1,0
Actinopteri,Beloniformes,Hyporhamphus,1.806,1,0
Actinopteri,Beryciformes,Sargocentron,1.806,1,0
Actinopteri,Beryciformes,Scopelogadus,5.333,1,1
Actinopteri,Carangiformes,Seriola,3.6,1,0
Actinopteri,Centrarchiformes,Lepomis,0.3,1,0
Actinopteri,Clupeiformes,Alosa,2.588,1,0
Actinopteri,Clupeiformes,Clupea,15.97,1,1
Actinopteri,Clupeiformes,Etrumeus,1.806,1,0
Actinopteri,Clupeiformes,Ganolytes,10.3,0,0
Actinopteri,Clupeiformes,Harengula,2.588,1,0
Actinopteri,Clupeiformes,Pomolobus,1.806,1,0
Actinopteri,Clupeiformes,Sardina,1.806,1,0
Actinopteri,Clupeiformes,Sardinella,2.588,1,0
Actinopteri,Clupeiformes,Spratelloides,1.806,1,0
Actinopteri,Cypriniformes,Barbus,0.0117,1,0
Actinopteri,Cypriniformes,Palaeoleuciscus,13.65,0,0
Actinopteri,Cypriniformes,Palaeotinca,13.65,0,0
Actinopteri,Elopiformes,Elops,0.0117,1,0
Actinopteri,Elopiformes,Megalops,0.3,1,0
Actinopteri,Elopiformes,Pterothrissus,3.6,1,0
Actinopteri,Elopiformes,Spaniodon,11.608,0,0
Actinopteri,Esociformes,Esox,0.126,1,0
Actinopteri,Gadiformes,Bregmaceros,1.806,1,0
Actinopteri,Gadiformes,Eclipes,5.333,0,0
Actinopteri,Gadiformes,Gadella,1.806,0,0
Actinopteri,Gadiformes,Gadiculus,1.806,1,0
Actinopteri,Gadiformes,Gadus,0.0117,1,0
Actinopteri,Gadiformes,Melanogrammus,3.6,1,0
Actinopteri,Gadiformes,Merlangiogadus,3.6,0,0
Actinopteri,Gadiformes,Merluccius,1.806,1,0
Actinopteri,Gadiformes,Microgadus,3.6,1,0
Actinopteri,Gadiformes,Micromesistius,1.806,1,0
Actinopteri,Gadiformes,Pollachius,0.0117,0,0
Actinopteri,Gadiformes,Trisopterus,2.588,1,0
Actinopteri,Gadiformes,Urophycis,3.6,1,0
Actinopteri,Gasterosteiformes,Centriscus,1.806,1,0
Actinopteri,Gasterosteiformes,Gasterosteus,7.246,1,1
Actinopteri,Gobiiformes,Gobius,2.588,1,0
Actinopteri,Istiophoriformes,Encheiziphius,2.588,0,0
Actinopteri,Istiophoriformes,Hemirhabdorhynchus,11.62,0,0
Actinopteri,Istiophoriformes,Istiophorus,3.6,1,0
Actinopteri,Istiophoriformes,Makaira,2.588,1,0
Actinopteri,Istiophoriformes,Tetrapturus,3.6,0,0
Actinopteri,Istiophoriformes,Xiphias,1.806,1,0
Actinopteri,Istiophoriformes,Xiphiorhynchus,5.333,0,0
Actinopteri,Labriformes,Labrodon,2.588,1,0
Actinopteri,Labriformes,Phyllodus,13.6,1,1
Actinopteri,Labriformes,Tautoga,3.6,1,0
Actinopteri,Lepisosteiformes,Atractosteus,0.3,1,0
Actinopteri,Lepisosteiformes,Lepisosteus,0.0117,1,0
Actinopteri,Lophiiformes,Acentrophryne,5.333,1,1
Actinopteri,Lophiiformes,Borophryne,5.333,0,0
Actinopteri,Lophiiformes,Chaenophryne,5.333,0,0
Actinopteri,Lophiiformes,Leptacanthichthys,5.333,0,0
Actinopteri,Lophiiformes,Linophryne,5.333,0,0
Actinopteri,Lophiiformes,Lophius,0.0117,1,0
Actinopteri,Lophiiformes,Oneirodes,5.333,1,1
Actinopteri,Myctophiformes,Bolinichthys,12,1,1
Actinopteri,Myctophiformes,Ceratoscopelus,1.806,0,0
Actinopteri,Myctophiformes,Diaphus,2.588,1,0
Actinopteri,Myctophiformes,Hygophum,1.806,1,0
Actinopteri,Myctophiformes,Lampanyctus,1.806,1,0
Actinopteri,Myctophiformes,Myctophum,12,1,1
Actinopteri,Ophidiiformes,Brotula,3.6,1,0
Actinopteri,Ophidiiformes,Ophidion,2.588,1,0
Actinopteri,Osmeriformes,Argentina,1.806,1,0
Actinopteri,Osmeriformes,Hypomesus,5.333,1,1
Actinopteri,Osteoglossiformes,Gymnarchus,0.0117,1,0
Actinopteri,Perciformes,Apogon,15.97,1,1
Actinopteri,Perciformes,Bairdiella,0.0117,1,0
Actinopteri,Perciformes,Boops,1.806,1,0
Actinopteri,Perciformes,Brama,1.806,1,0
Actinopteri,Perciformes,Calamus,15.97,1,1
Actinopteri,Perciformes,Callyodon,5.333,1,1
Actinopteri,Perciformes,Caranx,0.3,1,0
Actinopteri,Perciformes,Caulolatilus,3.6,0,0
Actinopteri,Perciformes,Centropomus,0.3,1,0
Actinopteri,Perciformes,Centropristis,3.6,1,0
Actinopteri,Perciformes,Ctenosciaena,15.97,1,1
Actinopteri,Perciformes,Cubiceps,1.806,1,0
Actinopteri,Perciformes,Cymatogaster,0.012,1,0
Actinopteri,Perciformes,Dapalis,15.97,0,0
Actinopteri,Perciformes,Deltentosteus,2.588,1,0
Actinopteri,Perciformes,Diplectrum,2.588,1,0
Actinopteri,Perciformes,Epinephelus,3.6,1,0
Actinopteri,Perciformes,Euthynnus,15.97,1,1
Actinopteri,Perciformes,Genyonemus,0.012,1,0
Actinopteri,Perciformes,Holocentrus,11.62,1,1
Actinopteri,Perciformes,Lactarius,3.6,1,0
Actinopteri,Perciformes,Larimus,11.5,1,1
Actinopteri,Perciformes,Lepidopus,1.806,1,0
Actinopteri,Perciformes,Lopholatilus,3.6,1,0
Actinopteri,Perciformes,Menticirrhus,2.588,1,0
Actinopteri,Perciformes,Mugil,0.0117,1,0
Actinopteri,Perciformes,Mycteroperca,3.6,1,0
Actinopteri,Perciformes,Myripristis,15.97,1,1
Actinopteri,Perciformes,Oplegnathus,15.97,1,1
Actinopteri,Perciformes,Orthopristis,2.588,1,0
Actinopteri,Perciformes,Parasphyraena,13.82,0,0
Actinopteri,Perciformes,Pimelometopon,0.012,1,0
Actinopteri,Perciformes,Pinichthys,20.44,0,0
Actinopteri,Perciformes,Pomadasys,11.5,1,1
Actinopteri,Perciformes,Priacanthus,15.97,1,1
Actinopteri,Perciformes,Prionotus,0.0117,1,0
Actinopteri,Perciformes,Protautoga,11.62,0,0
Actinopteri,Perciformes,Sargus,7.246,1,1
Actinopteri,Perciformes,Scarus,5.333,1,1
Actinopteri,Perciformes,Sciaena,7.246,1,1
Actinopteri,Perciformes,Scomber,1.806,1,0
Actinopteri,Perciformes,Seriphus,0.012,1,0
Actinopteri,Perciformes,Serranus,11.62,1,1
Actinopteri,Perciformes,Sillago,3.6,1,0
Actinopteri,Perciformes,Sparus,2.588,1,0
Actinopteri,Perciformes,Tavania,2.588,0,0
Actinopteri,Perciformes,Tetragonurus,1.806,1,0
Actinopteri,Perciformes,Trachinus,2.588,1,0
Actinopteri,Perciformes,Trachurus,1.806,1,0
Actinopteri,Perciformes,Umbrina,11.3,1,1
Actinopteri,Pleuronectiformes,Arnoglossus,1.806,1,0
Actinopteri,Pleuronectiformes,Bothus,1.806,1,0
Actinopteri,Pleuronectiformes,Citharichthys,0.012,1,0
Actinopteri,Pleuronectiformes,Monochirus,2.588,1,0
Actinopteri,Pleuronectiformes,Paralichthys,3.6,1,0
Actinopteri,Pleuronectiformes,Phrynorhombus,2.588,0,0
Actinopteri,Pleuronectiformes,Solea,1.806,1,0
Actinopteri,Pleuronectiformes,Symphurus,3.6,1,0
Actinopteri,Pycnodontiformes,Phacodus,13.82,0,0
Actinopteri,Salmoniformes,Oncorhynchus,0.0117,1,0
Actinopteri,Salmoniformes,Smilodonichthys,2.588,0,0
Actinopteri,Scombriformes,Acanthocybium,3.6,1,0
Actinopteri,Scombriformes,Auxis,3.6,1,0
Actinopteri,Scombriformes,Cybium,2.588,0,0
Actinopteri,Scombriformes,Pomatomus,3.6,1,0
Actinopteri,Scombriformes,Sarda,1.806,1,0
Actinopteri,Scombriformes,Sphyraenodus,7.246,0,0
Actinopteri,Scombriformes,Thunnus,1.806,1,0
Actinopteri,Scombriformes,Trichiurus,0.0117,1,0
Actinopteri,Scorpaeniformes,Scorpaena,1.806,1,0
Actinopteri,Scorpaeniformes,Sebastes,11.608,1,1
Actinopteri,Scorpaeniformes,Sebastodes,5.333,1,1
Actinopteri,Scorpaeniformes,Trigla,11.62,1,1
Actinopteri,Siluriformes,Arius,0.0117,1,0
Actinopteri,Siluriformes,Bagre,3.6,1,0
Actinopteri,Siluriformes,Heterobranchus,5.333,0,0
Actinopteri,Siluriformes,Ictalurus,0.3,1,0
Actinopteri,Siluriformes,Silurus,5.333,0,0
Actinopteri,Siluriformes,Synodontis,0.0117,1,0
Actinopteri,Spariformes,Archosargus,0.0117,0,0
Actinopteri,Spariformes,Dentex,2.588,1,0
Actinopteri,Spariformes,Lagodon,0.0117,0,0
Actinopteri,Spariformes,Pagellus,15.97,1,1
Actinopteri,Spariformes,Pagrus,3.6,1,0
Actinopteri,Spariformes,Stenotomus,3.6,0,0
Actinopteri,Stomiatiformes,Argyropelecus,2.588,1,0
Actinopteri,Stomiatiformes,Chauliodus,10.3,0,0
Actinopteri,Stomiatiformes,Cyclothone,2.588,1,0
Actinopteri,Stomiatiformes,Ichthyococcus,2.588,1,0
Actinopteri,Stomiatiformes,Maurolicus,1.806,1,0
Actinopteri,Stomiatiformes,Vinciguerria,1.806,1,0
Actinopteri,Syngnathiformes,Hippocampus,1.806,1,0
Actinopteri,Tetraodontiformes,Alutera,1.806,1,0
Actinopteri,Tetraodontiformes,Aluterus,3.6,1,0
Actinopteri,Tetraodontiformes,Archaeotetraodon,5.333,0,0
Actinopteri,Tetraodontiformes,Austromola,20.44,0,0
Actinopteri,Tetraodontiformes,Balistes,0.0117,1,0
Actinopteri,Tetraodontiformes,Chilomycterus,3.6,1,0
Actinopteri,Tetraodontiformes,Diodon,0.3,1,0
Actinopteri,Tetraodontiformes,Mola,3.6,1,0
Actinopteri,Tetraodontiformes,Oligodiodon,11.62,0,0
Actinopteri,Tetraodontiformes,Ranzania,13.82,1,1
Actinopteri,Tetraodontiformes,Sphoeroides,3.6,0,0
Actinopteri,Tetraodontiformes,Trigonodon,11.62,0,0
Actinopteri,Uranoscopiformes,Ammodytes,3.6,1,0
Actinopteri,Uranoscopiformes,Astroscopus,0.0117,0,0
Actinopteri,Uranoscopiformes,Kathetostoma,3.6,0,0
Actinopteri,Zeiformes,Capros,1.806,1,0
Actinopteri,Zeiformes,Zeus,1.806,1,0
Anthozoa,(blank),Graphularia,11.608,0,0
Anthozoa,Alcyonacea,Isis,0.0117,1,0
Anthozoa,Alcyonacea,Keratoisis,0.0117,0,0
Anthozoa,Alcyonacea,Tubipora,0.0117,1,0
Anthozoa,Coenothecalia,Parapolytremacis,15.97,0,0
Anthozoa,Gorgonacea,Corallium,5.333,1,1
Anthozoa,Gorgonacea,Parisis,15.9,1,1
Anthozoa,Helioporacea,Epiphaxum,15.97,0,0
Anthozoa,Helioporacea,Heliopora,0.0117,1,0
Anthozoa,Scleractinia,Acanthastrea,0.0117,1,0
Anthozoa,Scleractinia,Acanthophyllia,0.0117,1,0
Anthozoa,Scleractinia,Acropora,0.0117,1,0
Anthozoa,Scleractinia,Acropsammia,15.97,0,0
Anthozoa,Scleractinia,Actinacis,15.97,0,0
Anthozoa,Scleractinia,Actinastrea,2.588,0,0
Anthozoa,Scleractinia,Agaricia,0.0117,1,0
Anthozoa,Scleractinia,Agathiphyllia,5.333,0,0
Anthozoa,Scleractinia,Alatotrochus,0.0117,1,0
Anthozoa,Scleractinia,Alveopora,0.0117,1,0
Anthozoa,Scleractinia,Anisocoenia,0.0117,0,0
Anthozoa,Scleractinia,Anomocora,15.97,0,0
Anthozoa,Scleractinia,Anthemiphyllia,0.0117,0,0
Anthozoa,Scleractinia,Antiguastrea,5.333,0,0
Anthozoa,Scleractinia,Antillia,0.0117,0,0
Anthozoa,Scleractinia,Antillocyathus,2.588,0,0
Anthozoa,Scleractinia,Antillophyllia,0.0117,0,0
Anthozoa,Scleractinia,Aplocyathus,3.6,1,0
Anthozoa,Scleractinia,Aquitanastraea,11.62,0,0
Anthozoa,Scleractinia,Aquitanophyllia,11.62,0,0
Anthozoa,Scleractinia,Asterosmilia,0.781,1,0
Anthozoa,Scleractinia,Astrangia,0.0117,1,0
Anthozoa,Scleractinia,Astreopora,0.0117,1,0
Anthozoa,Scleractinia,Astrhelia,0.0117,0,0
Anthozoa,Scleractinia,Astrocoenia,0.0117,0,0
Anthozoa,Scleractinia,Astroides,0.0117,1,0
Anthozoa,Scleractinia,Australomussa,2.588,1,0
Anthozoa,Scleractinia,Balanophyllia,0.0117,1,0
Anthozoa,Scleractinia,Bantamia,5.333,0,0
Anthozoa,Scleractinia,Barabattoia,15.97,1,1
Anthozoa,Scleractinia,Bathycyathus,15.97,1,1
Anthozoa,Scleractinia,Bathypsammia,0.0117,1,0
Anthozoa,Scleractinia,Blastomussa,0.0117,1,0
Anthozoa,Scleractinia,Bourneotrochus,0.0117,1,0
Anthozoa,Scleractinia,Calamophyllia,12.7,0,0
Anthozoa,Scleractinia,Caryophyllia,0.0117,1,0
Anthozoa,Scleractinia,Catalaphyllia,0.119,1,0
Anthozoa,Scleractinia,Caulastrea,0.0117,1,0
Anthozoa,Scleractinia,Ceratophyllia,5.333,0,0
Anthozoa,Scleractinia,Ceratotrochus,0.0117,1,0
Anthozoa,Scleractinia,Cladangia,0.0117,1,0
Anthozoa,Scleractinia,Cladocora,0.0117,1,0
Anthozoa,Scleractinia,Coeloria,5.333,0,0
Anthozoa,Scleractinia,Coeloseris,0.0117,1,0
Anthozoa,Scleractinia,Coenocyathus,3.6,1,0
Anthozoa,Scleractinia,Colpophyllia,0.0117,1,0
Anthozoa,Scleractinia,Confusastraraea,5.333,0,0
Anthozoa,Scleractinia,Conocyathus,11.608,1,1
Anthozoa,Scleractinia,Conotrochus,0.0117,1,0
Anthozoa,Scleractinia,Coscinaraea,0.0117,1,0
Anthozoa,Scleractinia,Cryptangia,2.588,0,0
Anthozoa,Scleractinia,Ctenactis,0.0117,0,0
Anthozoa,Scleractinia,Ctenella,11.608,1,1
Anthozoa,Scleractinia,Culicia,0.781,1,0
Anthozoa,Scleractinia,Cyathelia,0.781,1,0
Anthozoa,Scleractinia,Cyathoceras,0.0117,1,0
Anthozoa,Scleractinia,Cyathoseris,0.0117,1,0
Anthozoa,Scleractinia,Cyathotrochus,0.0117,0,0
Anthozoa,Scleractinia,Cycloseris,0.0117,1,0
Anthozoa,Scleractinia,Cynarina,0.0117,1,0
Anthozoa,Scleractinia,Cyphastrea,0.0117,1,0
Anthozoa,Scleractinia,Dasmosmilia,0.082,0,0
Anthozoa,Scleractinia,Defrancia,11.62,0,0
Anthozoa,Scleractinia,Deltocyathus,0.0117,1,0
Anthozoa,Scleractinia,Dendracis,2.588,0,0
Anthozoa,Scleractinia,Dendrogyra,0.0117,1,0
Anthozoa,Scleractinia,Dendrophyllia,0.0117,1,0
Anthozoa,Scleractinia,Desmophyllum,0.0117,1,0
Anthozoa,Scleractinia,Diaseris,0.0117,1,0
Anthozoa,Scleractinia,Dichocoenia,0.0117,1,0
Anthozoa,Scleractinia,Dictyaraea,0.781,0,0
Anthozoa,Scleractinia,Dictyoastraea,15.97,0,0
Anthozoa,Scleractinia,Diplhelia,12.7,0,0
Anthozoa,Scleractinia,Diploastrea,0.0117,1,0
Anthozoa,Scleractinia,Diplohelia,5.333,0,0
Anthozoa,Scleractinia,Diploria,0.0117,1,0
Anthozoa,Scleractinia,Discotrochus,5.333,0,0
Anthozoa,Scleractinia,Duncanopsammia,2.588,1,0
Anthozoa,Scleractinia,Echinomorpha,0.052,1,0
Anthozoa,Scleractinia,Echinophyllia,0.0117,1,0
Anthozoa,Scleractinia,Echinopora,0.0117,1,0
Anthozoa,Scleractinia,Ellasmoastraea,20.44,0,0
Anthozoa,Scleractinia,Enallopsammia,0.0117,1,0
Anthozoa,Scleractinia,Endopachys,0.0117,0,0
Anthozoa,Scleractinia,Euphyllia,0.0117,1,0
Anthozoa,Scleractinia,Eupsammia,1.63,1,0
Anthozoa,Scleractinia,Eusmilia,0.0117,1,0
Anthozoa,Scleractinia,Eusthenotrochus,2.588,1,0
Anthozoa,Scleractinia,Favia,0.0117,1,0
Anthozoa,Scleractinia,Favites,0.0117,1,0
Anthozoa,Scleractinia,Flabellum,0.0117,1,0
Anthozoa,Scleractinia,Foveolocyathus,11.608,1,1
Anthozoa,Scleractinia,Fungia,0.0117,1,0
Anthozoa,Scleractinia,Fungiacyathus,0.0117,1,0
Anthozoa,Scleractinia,Fungophyllia,5.333,0,0
Anthozoa,Scleractinia,Galaxea,0.0117,1,0
Anthozoa,Scleractinia,Gardineria,1.7,0,0
Anthozoa,Scleractinia,Gardineroseris,0.0117,1,0
Anthozoa,Scleractinia,Goniastrea,0.0117,1,0
Anthozoa,Scleractinia,Goniocorella,0.0117,0,0
Anthozoa,Scleractinia,Goniopora,0.0117,1,0
Anthozoa,Scleractinia,Guynia,0.0117,1,0
Anthozoa,Scleractinia,Gyrosmilia,0.12,1,0
Anthozoa,Scleractinia,Hadrophyllia,3.6,0,0
Anthozoa,Scleractinia,Halomitra,2.588,1,0
Anthozoa,Scleractinia,Heliastrea,0.0117,0,0
Anthozoa,Scleractinia,Heliofungia,0.0117,1,0
Anthozoa,Scleractinia,Herpolitha,0.0117,1,0
Anthozoa,Scleractinia,Heterocyathus,0.0117,1,0
Anthozoa,Scleractinia,Heterogyra,5.333,0,0
Anthozoa,Scleractinia,Heteropsammia,0.0117,1,0
Anthozoa,Scleractinia,Holcotrochus,11.608,1,1
Anthozoa,Scleractinia,Hydnophora,0.0117,1,0
Anthozoa,Scleractinia,Hydnophyllia,2.588,0,0
Anthozoa,Scleractinia,Idiotrochus,11.608,0,0
Anthozoa,Scleractinia,Indophyllia,5.333,0,0
Anthozoa,Scleractinia,Indosmilia,5.333,0,0
Anthozoa,Scleractinia,Isophyllastrea,2.588,0,0
Anthozoa,Scleractinia,Isophyllia,0.0117,1,0
Anthozoa,Scleractinia,Isopora,0.0117,1,0
Anthozoa,Scleractinia,Javania,0.0117,1,0
Anthozoa,Scleractinia,Javanopora,15.97,0,0
Anthozoa,Scleractinia,Lamellophyllia,15.97,0,0
Anthozoa,Scleractinia,Laterophyllia,15.97,0,0
Anthozoa,Scleractinia,Latomeandra,5.333,0,0
Anthozoa,Scleractinia,Leptastrea,0.0117,1,0
Anthozoa,Scleractinia,Leptomussa,3.6,0,0
Anthozoa,Scleractinia,Leptopsammia,11.608,0,0
Anthozoa,Scleractinia,Leptoria,0.0117,1,0
Anthozoa,Scleractinia,Leptoseris,0.0117,1,0
Anthozoa,Scleractinia,Letepsammia,0.082,0,0
Anthozoa,Scleractinia,Lithophyllia,2.588,1,0
Anthozoa,Scleractinia,Lithophyllon,0.052,1,0
